Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time,Ranks and Genre,Book Name_clean,Language,Genres,Ranks,Best rank
"59 seconds: think a little, change a lot",richard wiseman,4.2,514.0,323.0,"59 seconds think a little, change a lotbyrichard wiseman-genre:rownone",0,#949 not available,"59 seconds think a little, change a lot",english,not available,949.0,949.0
60 seconds and youre hired!,robin ryan,4.2,22.0,773.0,60 seconds and youre hired!byrobin ryan-genre:rownone,0,#949 not available,60 seconds and youre hired!,english,not available,949.0,949.0
61 hours: jack reacher 14,lee child,4.5,3446.0,1093.0,61 hours jack reacher 14bylee child-genre:rownone,0,#949 not available,61 hours jack reacher 14,english,not available,949.0,949.0
"67 hot explicit erotic sex stories: swingers, bdsm, spanking, bisexual, paranormal threesomes, bbw erotica, lesbian first time, medical, gangbangs and much more...",ashley winters,4.0,5.0,1003.0,"in this hot enticing multi-author and multi-narrator mega collection filled with 67 filthy erotic stories, youll experience swingers, werewolves, bdsm, spanking, vampires, bisexual, a--l, paranormal threesomes, big beautiful woman erotica, lesbian first time, medical, gangbangs and much, much more….",1368,",#741 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#3 in erotic fiction","67 hot explicit erotic sex stories swingers, bdsm, spanking, bisexual, paranormal threesomes, bbw erotica, lesbian first time, medical, gangbangs and much more...",english,"audible audiobooks & originals,erotic fiction","[741, 3]",3.0
"7 mindsets for success, happiness and fulfilment",swami mukundananda,4.7,520.0,668.0,"thoughts and feelings that persist over time harden into an attitude. if you live with an attitude long enough, it becomes second nature - a mindset. the wrong mindset could lead you off the path of contentment, joy, enlightenment. the right one will point you to the road to success, to fulfilment and towards an extraordinary life.",379,",#432 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#3 in spiritualism,#4 in new thought spirituality,#87 in personal success","7 mindsets for success, happiness and fulfilment",english,"audible audiobooks & originals,spiritualism,new thought spirituality,personal success","[432, 3, 4, 87]",3.0
7 secrets of shiva: the hindu trinity series,devdutt pattanaik,4.4,687.0,501.0,"shiva, the destroyer among the hindu trinity (of gods), is depicted in many contradictory manners. he is an ascetic who wears animal skin, his body smeared with ashes. contradictory to his wild nature, he is also depicted as having a family, with a beautiful wife and two children. there are many more such varied representations of shiva, the most prominent of these being the linga and the nataraja. the author, devdutt pattanaik, introduces listeners to these varied aspects and representations, and then sets about interpreting them. he explains the different anomalies and conflicts in beliefs, as well as the symbolism, rituals and reasons behind hindu worship.",244,",#136 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in art,#3 in indian literature (audible audiobooks & originals),#7 in hinduism (audible audiobooks & originals)",7 secrets of shiva the hindu trinity series,english,"audible audiobooks & originals,art,indian literature,hinduism","[136, 1, 3, 7]",1.0
7 secrets of the goddess: the hindu trinity series,devdutt pattanaik,4.4,111.0,501.0,lakshmi massages vishnus feet. is this male domination?,278,",#2,972 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#28 in indian literature (audible audiobooks & originals),#43 in hinduism (audible audiobooks & originals),#932 in christianity (books)",7 secrets of the goddess the hindu trinity series,english,"audible audiobooks & originals,indian literature,hinduism,christianity","[972, 28, 43, 932]",28.0
7 secrets of vishnu: the hindu trinity series,devdutt pattanaik,4.5,115.0,501.0,"for hindus, vishnu is god, who inspires man to discover humanity by engaging with the world. artists have visualized him with as curlyhaired, dark complexioned man with a smile on his lips and a sparkle in his eyes. draped in yellow silk, garlanded with forest flowers, bedecked with dolphin-shaped earrings, anointed with sandal paste, he reclines on a thousand hooded serpent that floats on an ocean of milk and rides a golden hawk bearing in his arms a conchshell, a wheel, a mace and a lotus. poets say that when he is awake, the world takes shape; when he is asleep, the world ceases to be. lakshmi, the goddess of wealth, follows him wherever he goes. to him is made offerings of rich creamy butter. sometimes, as the upright ram, he is worshipped across india as balaji, shreenathji, jagannath, ranganath and badrinath. locked in the stories, symbols and rituals of vishnu is the wisdom of the ancestors, transmitted over hundreds of years. this book attempts to unlock seven secrets that are relevant even in modern times.",245,",#749 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#10 in indian literature (audible audiobooks & originals),#24 in hinduism (audible audiobooks & originals),#67 in buddhism (books)",7 secrets of vishnu the hindu trinity series,english,"audible audiobooks & originals,indian literature,hinduism,buddhism","[749, 10, 24, 67]",10.0
8 lessons in military leadership for entrepreneurs,robert t. kiyosaki,4.7,58.0,603.0,"robert kiyosakis new audiobook 8 lessons in military leadership for entrepreneurs draws from his years at the merchant marine academy at kings point and his service in the united sates marine corps. with compelling stories and examples and an engaging way of comparing and contrasting two very different cultures and value systems, robert shares the challenges he faced in transitioning to civilian life: where chain of command and team-over-self - once so black and white - were muddy and distorted. permission to speak freely, sir? count on it. this is robert kiyosaki - and he does just that, in the forthright and no-nonsense style that listeners have come to expect and appreciate.",308,",#4,071 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#35 in business communication (audible audiobooks & originals),#92 in entrepreneurship (audible audiobooks & originals),#187 in leadership",8 lessons in military leadership for entrepreneurs,english,"audible audiobooks & originals,business communication,entrepreneurship,leadership","[71, 35, 92, 187]",35.0
9 from the nine worlds: magnus chase and the gods of asgard,rick riordan,4.6,764.0,615.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,9 from the nine worlds magnus chase and the gods of asgard,english,not available,949.0,949.0
90 minutes at entebbe: the full inside story of the spectacular israeli counterterrorism strike and the daring rescue of 103 hostages,william stevenson,4.3,106.0,836.0,90 minutes at entebbe the full inside story of the spectacular israeli counterterrorism strike and the daring rescue of 103 hostagesbywilliam stevenson-genre:rownone,0,#949 not available,90 minutes at entebbe the full inside story of the spectacular israeli counterterrorism strike and the daring rescue of 103 hostages,english,not available,949.0,949.0
